form	lemma	POS	morph
དཀར་ཆག་	དཀར་ཆག་	NOUN
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
སྙིང་ཐིག་	སྙིང་ཐིག་	NOUN
གི་	གི་	PART
ཁ་བྱང་	ཁ་བྱང་	OTHER
།		PUNCT
		
རྫོགས་པ་	རྫོགས་པ་	VERB
ཆེན་པོ་	ཆེན་པོ་	ADJ
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
སྙིང་ཐིག་	སྙིང་ཐིག་	NOUN
གི་	གི་	PART
བླ་མ་	བླ་མ་	NOUN
བརྒྱུད་པ་	བརྒྱུད་པ་	VERB
འི་	གི་	PART
ལོ་རྒྱུས་	ལོ་རྒྱུས་	NOUN
།		PUNCT
		
བཏགས་	བཏགས་	VERB
གྲོལ་	གྲོལ་	VERB
གྱི་	གི་	PART
རྒྱུད་	རྒྱུད་	NOUN
དྲུག་	དྲུག་	NUM
		
བཏགས་	བཏགས་	VERB
གྲོལ་	གྲོལ་	VERB
རྒྱུད་	རྒྱུད་	NOUN
དྲུག་	དྲུག་	NUM
གི་	གི་	PART
ཏི་ཀ་	ཏི་ཀ་	NO_POS
		
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
སྙིང་ཐིག་	སྙིང་ཐིག་	NOUN
གི་	གི་	PART
ལོ་རྒྱུས་	ལོ་རྒྱུས་	NOUN
།		PUNCT
		
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ཀྱི་	གི་	PART
འདའ་	འདའ་	VERB
རྗེས་	རྗེས་	NOUN
གསུམ་པ་	གསུམ་པ་	NUM
།		PUNCT
		
བཏགས་	བཏགས་	VERB
གྲོལ་	གྲོལ་	VERB
དོན་	དོན་	NOUN
ཁྲིད་	ཁྲིད་	VERB
།		PUNCT
		
བདེ་གཤེགས་	བདེ་གཤེགས་	NOUN
རིགས་	རིགས་	NOUN
ལྔ་	ལྔ་	NUM
འི་	གི་	PART
ཕྱི་	ཕྱི་	NOUN
སྒྲུབ་	སྒྲུབ་	VERB
།		PUNCT
		
སྨིན་	སྨིན་	VERB
བྱེད་	བྱེད་	VERB
དོན་	དོན་	NOUN
གསལ་	གསལ་	VERB
སྒྲོན་མེ་	སྒྲོན་མེ་	NOUN
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
སྤྲོས་བཅས་	སྤྲོས་བཅས་	NOUN
བུམ་པ་	བུམ་པ་	NOUN
འི་	གི་	PART
དབང་	དབང་	NOUN
།		PUNCT
		
དབང་	དབང་	NOUN
ཁྲིད་	ཁྲིད་	VERB
ནོར་བུ་	ནོར་བུ་	NOUN
སྒྲོན་	སྒྲོན་	NOUN
གསལ་	གསལ་	VERB
།		PUNCT
		
དབང་	དབང་	NOUN
གོང་མ་	གོང་མ་	ADJ
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
ས་	ས་	ADP
མ་	མ་	PART
འགྲེལ་	འགྲེལ་	NOUN
།		PUNCT
		
བདེ་གཤེགས་	བདེ་གཤེགས་	NOUN
རིགས་	རིགས་	NOUN
ལྔ་	ལྔ་	NUM
འི་	གི་	PART
མཆོད་	མཆོད་	VERB
འབུམ་	འབུམ་	NUM
།		PUNCT
		
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
འི་	གི་	PART
ལས་བྱང་	ལས་བྱང་	OTHER
ཚོགས་མཆོད་	ཚོགས་མཆོད་	NOUN
རྩ་	རྩ་	NUM
ར་	ལ་	PART
ཕྲེང་	ཕྲེང་	OTHER
།		PUNCT
		
དབང་	དབང་	NOUN
སྒྲུབ་	སྒྲུབ་	VERB
དང་	དང་	NO_POS
བུམ་པ་	བུམ་པ་	NOUN
སྒྲུབ་ཐབས་	སྒྲུབ་ཐབས་	NOUN
།		PUNCT
		
སྙིང་ཐིག་	སྙིང་ཐིག་	NOUN
གསང་བ་	གསང་བ་	VERB
བླ་མེད་	བླ་མེད་	ADJ
ཀྱི་	གི་	PART
དབང་དོན་	དབང་དོན་	NO_POS
གསལ་བ་	གསལ་བ་	VERB
འི་	གི་	PART
རྒྱབ་	རྒྱབ་	NOUN
ཡིག་	ཡིག་	NOUN
གསང་བ་	གསང་བ་	VERB
།		PUNCT
		
དབང་	དབང་	NOUN
བཞི་	བཞི་	NUM
འི་	གི་	PART
གོ་རིམ་	གོ་རིམ་	NOUN
ཐོ་ཡིག་	ཐོ་ཡིག་	OTHER
		
དབང་	དབང་	NOUN
གི་	གི་	PART
རིམ་པ་	རིམ་པ་	NOUN
ཁྲིད་	ཁྲིད་	VERB
དུ་	ལ་	PART
བསྐུར་	བསྐུར་	NO_POS
ལུགས་	ལུགས་	NOUN
།		PUNCT
		
རྩལ་	རྩལ་	NOUN
དབང་	དབང་	NOUN
ཏི་ཀ་	ཏི་ཀ་	NO_POS
རིག་པ་	རིག་པ་	VERB
འི་	གི་	PART
སྒྲོན་མ་	སྒྲོན་མ་	NOUN
།		PUNCT
		
ཐོད་རྒལ་	ཐོད་རྒལ་	OTHER
ཁྱད་པར་	ཁྱད་པར་	NOUN
དབང་	དབང་	NOUN
ལྔ་	ལྔ་	NUM
བཞུགས་	བཞུགས་	VERB
།		PUNCT
		
ཌཱཀྐིའི་		NON_WORD
གཏོར་མ་	གཏོར་མ་	NOUN
འི་	གི་	PART
རིམ་པ་	རིམ་པ་	NOUN
།		PUNCT
		
ཌཱཀྐིའི་		NON_WORD
ཚོགས་མཆོད་	ཚོགས་མཆོད་	NOUN
།		PUNCT
		
དབང་	དབང་	NOUN
གི་	གི་	PART
རྒྱབ་	རྒྱབ་	NOUN
ཡིག་	ཡིག་	NOUN
		
དབང་	དབང་	NOUN
གི་	གི་	PART
ཐོ་ཡིག་	ཐོ་ཡིག་	OTHER
		
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
སྙིང་ཐིག་	སྙིང་ཐིག་	NOUN
གསང་དབང་	གསང་དབང་	NO_POS
གི་	གི་	PART
ལྷན་ཐབས་	ལྷན་ཐབས་	OTHER
།		PUNCT
		
ཌཱཀྐིའི་		NON_WORD
དུས་	དུས་	NOUN
གནད་	གནད་	NOUN
༔		PUNCT
གནད་	གནད་	NOUN
འབེབས་	འབེབས་	VERB
ཤི་	ཤི་	VERB
ས་	ས་	ADP
སྤྱི་	སྤྱི་	DET
གནད་	གནད་	NOUN
བླ་	བླ་	NOUN
རྡོ་	རྡོ་	NOUN
།		PUNCT
		
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
མ་	མ་	PART
འི་	གི་	PART
ནོར་	ནོར་	NOUN
སྒྲུབ་	སྒྲུབ་	VERB
གཏེར་	གཏེར་	NOUN
གྱི་	གི་	PART
བུམ་པ་	བུམ་པ་	NOUN
།		PUNCT
		
ཐོད་རྒལ་	ཐོད་རྒལ་	OTHER
གྱི་	གི་	PART
དོན་	དོན་	NOUN
ཁྲིད་	ཁྲིད་	VERB
ནོར་བུ་	ནོར་བུ་	NOUN
འི་	གི་	PART
སྙིང་པོ་	སྙིང་པོ་	NOUN
།		PUNCT
		
སྙིང་པོ་	སྙིང་པོ་	NOUN
གསལ་བ་	གསལ་བ་	VERB
འི་	གི་	PART
མེ་ལོང་	མེ་ལོང་	NOUN
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
འི་	གི་	PART
ཁྲིད་	ཁྲིད་	VERB
།		PUNCT
		
ཁྲིད་	ཁྲིད་	VERB
རྒྱབ་	རྒྱབ་	NOUN
ལུང་	ལུང་	NOUN
གི་	གི་	PART
ཕྲེང་བ་	ཕྲེང་བ་	NOUN
།		PUNCT
		
ལག་ཁྲིད་	ལག་ཁྲིད་	NO_POS
གནད་	གནད་	NOUN
ཀྱི་	གི་	PART
མན་ངག་	མན་ངག་	NOUN
པྲ་	པྲ་	NOUN
ཁྲིད་	ཁྲིད་	VERB
དུ་	ལ་	PART
བསྟན་པ་	བསྟན་པ་	VERB
།		PUNCT
		
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
སྙིང་ཏིག་	སྙིང་ཏིག་	OTHER
གི་	གི་	PART
རྟགས་	རྟགས་	NOUN
ཡིག་ཚད་	ཡིག་ཚད་	NO_POS
ཡིག་	ཡིག་	NOUN
		
སྙིང་ཐིག་	སྙིང་ཐིག་	NOUN
ཆེན་	ཆེན་	NO_POS
མོ་	མོ་	PRON
འི་	གི་	PART
རྒྱབ་ཆོས་	རྒྱབ་ཆོས་	OTHER
ཀྱི་	གི་	PART
རྩ་བ་	རྩ་བ་	NOUN
།		PUNCT
		
སྙིང་ཐིག་	སྙིང་ཐིག་	NOUN
གསང་བ་	གསང་བ་	VERB
འི་	གི་	PART
ཡང་	ཀྱང་	PART
བཅུད་	བཅུད་	NOUN
